Price,Date,Close,High,Low,Open,Volume
Ticker,,AAPL,AAPL,AAPL,AAPL,AAPL
25,2000-02-08,0.8613058924674988,0.8706774100446979,0.8341265294172184,0.8547448491252579,408643200
26,2000-02-09,0.8444350361824036,0.8781753343734039,0.8430293489254772,0.8556818356147087,299364800
27,2000-02-10,0.8509958982467651,0.8538073722728378,0.8247536887816486,0.8463100414660483,302982400
28,2000-02-11,0.8153814077377319,0.8556817947667029,0.8116327417216881,0.8519331287506591,212251200
29,2000-02-14,0.8683342933654785,0.8688028891374756,0.8144442279441758,0.8195986312772773,367539200
30,2000-02-15,0.8922335505485535,0.8992630875422613,0.8636485086169481,0.8641171043741652,485744000
31,2000-02-16,0.855681836605072,0.8856734686357892,0.840686471066331,0.8828611931654474,378246400
32,2000-02-17,0.8613058924674988,0.8659916512560983,0.8481848068424064,0.8636487718617986,289497600
33,2000-02-18,0.8341260552406311,0.86505396769779,0.8313137306445282,0.8594310203055782,233441600
34,2000-02-22,0.8533388376235962,0.8767695246856928,0.7999173236006879,0.825690939220733,422296000
35,2000-02-23,0.8716143369674683,0.8922335513629271,0.832251092054398,0.8490041161580384,473099200
36,2000-02-24,0.8637652397155762,0.8931707499314734,0.8378748984511337,0.8795810724288224,376432000
37,2000-02-25,0.8275651335716248,0.8772380266680019,0.8256908509890886,0.8608368778266007,249144000
38,2000-02-28,0.8491215705871582,0.862242651144601,0.8125698531762743,0.825690933733717,328328000
39,2000-02-29,0.859431266784668,0.8791124892547891,0.8439665052738433,0.8514645380922728,368961600
40,2000-03-01,0.9770516753196716,0.9901727581591873,0.8884849667884477,0.8889535625890136,1077003200
41,2000-03-02,0.9147270321846008,0.9592447295229135,0.9048860209220134,0.9522159934968313,311259200
42,2000-03-03,0.9597129821777344,0.9614706412422923,0.8997314400908853,0.9362822996973056,323366400
43,2000-03-06,0.9423750638961792,0.9681486331824704,0.937219809466978,0.944717942739261,210560000
44,2000-03-07,0.9212868809700012,0.955495761320234,0.9081658037204257,0.9479976310700835,273011200
45,2000-03-08,0.9147270321846008,0.9292539008332119,0.8889534651317299,0.9212871724614901,271230400
46,2000-03-09,0.9166016578674316,0.9372199763968869,0.8866108212371401,0.9062920481260047,276718400
47,2000-03-10,0.9428432583808899,0.9592444043607489,0.9072285920320916,0.912383844267048,248606400
48,2000-03-13,0.9095720052719116,0.9484666591549789,0.8959823262247523,0.9156643514972699,303956800
49,2000-03-14,0.8566189408302307,0.931596761937447,0.8547445578687408,0.9088689175232862,428579200
50,2000-03-15,0.8716143369674683,0.9016059670453669,0.8556817808898175,0.8669285796028366,443609600
51,2000-03-16,0.9114461541175842,0.9147270250777922,0.8584932331756716,0.8795810427845874,378100800
52,2000-03-17,0.93722003698349,0.93722003698349,0.8969195880065483,0.9006691560824996,305043200
53,2000-03-20,0.9222244024276733,0.9465921832493932,0.9175385448461932,0.9259738693189621,204489600
54,2000-03-21,1.0117288827896118,1.0253184575190883,0.9119154024601017,0.9189441372889126,524328000
55,2000-03-22,1.081083059310913,1.0824896474465961,0.9864240123653351,0.9955621803224782,567996800
56,2000-03-23,1.0595273971557617,1.1274756747083614,1.0496863870652358,1.06468174957119,562564800
57,2000-03-24,1.03984534740448,1.0792085858000484,1.0159460667684987,1.0679617889491986,446913600
58,2000-03-27,1.0464059114456177,1.085300540181033,1.0262553033870438,1.0318791502675744,279182400
59,2000-03-28,1.0431267023086548,1.0646822137070633,1.0281304323121974,1.029067624107522,202966400
60,2000-03-29,1.0192272663116455,1.0454694337138957,1.0034114312360807,1.045000937988483,239836800
61,2000-03-30,0.9428432583808899,1.032347819102126,0.9405002804291412,1.0014191086568252,414400000
62,2000-03-31,1.0182899236679077,1.0290672247075194,0.9447177935352163,0.9554959955279241,404633600
63,2000-04-03,0.9995447993278503,1.045937568067903,0.9704911698622344,1.0159459465060703,328563200
64,2000-04-04,0.9545590281486511,0.997202349459755,0.8753639310497329,0.9943908746110001,660329600
65,2000-04-05,0.9775207042694092,0.996264729453243,0.929722248790661,0.9482319261094039,457665600
66,2000-04-06,0.9386264681816101,1.0084491481183246,0.9240987963357061,0.9793955062272057,259627200
67,2000-04-07,0.9878292679786682,0.9887663588939963,0.940968715860917,0.9540897905809141,242435200
68,2000-04-10,0.93722003698349,0.9953282314608295,0.9353457534752126,0.9873615004647692,212262400
69,2000-04-11,0.8955135345458984,0.936282462664588,0.8852039283499256,0.9259737574217042,541822400
70,2000-04-12,0.8191299438476562,0.8922334788528975,0.7863276928957925,0.8922334788528975,941136000
71,2000-04-13,0.8533388376235962,0.8997316160256097,0.8135069999675049,0.8360005456381925,529827200
72,2000-04-14,0.8388121128082275,0.8847354496763448,0.8172557061404356,0.8195986349579875,667620800
73,2000-04-17,0.9287852644920349,0.9292538602207483,0.81772422270973,0.8210051436049909,409561600
74,2000-04-18,0.9512789249420166,0.9512789249420166,0.8950451253353245,0.9259739503679163,390924800
75,2000-04-19,0.9081660509109497,0.9765829292806897,0.8978564443549513,0.9461236062942912,520150400
76,2000-04-20,0.8912962675094604,0.9353453653295901,0.8777065915220141,0.9273794384867133,722120000
77,2000-04-24,0.9034802317619324,0.9034802317619324,0.860368326539272,0.8622426092184988,443620800
78,2000-04-25,0.9620561599731445,0.9653370308089987,0.915195586134989,0.9156641818627803,391641600
79,2000-04-26,0.9095720052719116,0.9597133591291249,0.899731793483018,0.9494037506782635,366912000
80,2000-04-27,0.9503406286239624,0.9522158121107874,0.874074657825965,0.8786436907485397,326603200
81,2000-04-28,0.9301910996437073,0.9559647697788157,0.9095719833449676,0.9531532950648964,249580800
82,2000-05-01,0.9320653676986694,0.9381577130244406,0.9137899334158498,0.9362825291955518,226195200
83,2000-05-02,0.883798360824585,0.9465923040749369,0.8809868859591972,0.9240988033511326,236432000
84,2000-05-03,0.8627112507820129,0.9091032282392352,0.8369376852691321,0.8917648862373516,489798400
85,2000-05-04,0.8299081325531006,0.8641170210125287,0.8289709411290774,0.8631798295885055,399515200
86,2000-05-05,0.8481844067573547,0.8603682948352623,0.8301423719505413,0.8308452154161151,284076800
87,2000-05-08,0.8256908655166626,0.8524015700908748,0.82475367415596,0.8404519297654035,184900800
88,2000-05-09,0.7905446290969849,0.8341259178618066,0.7863274192473919,0.8270963838792946,327140800
89,2000-05-10,0.744621753692627,0.7872650785699709,0.740403690166394,0.7802355399598606,535091200
90,2000-05-11,0.7708637118339539,0.7816419143056613,0.7422786711589985,0.7600855594151985,499744000
91,2000-05-12,0.8069468140602112,0.8285023662103286,0.7855071845367431,0.7947629255546056,306913600
92,2000-05-15,0.7572742104530334,0.8102270890975409,0.7507132183659804,0.8102270890975409,678932800
93,2000-05-16,0.7924190759658813,0.8177240405258303,0.7703949815172842,0.7836327828776601,440451200
94,2000-05-17,0.76008540391922,0.7774236928917884,0.7525872730318716,0.7769550972510354,398092800
95,2000-05-18,0.7553999423980713,0.7867964652916568,0.7544627506888769,0.7722696434283923,373777600
96,2000-05-19,0.7047896981239319,0.744152937764159,0.7001030404339179,0.744152937764159,740667200
97,2000-05-22,0.6743293404579163,0.7029152237251851,0.6448071168897247,0.7029152237251851,755507200
98,2000-05-23,0.643401563167572,0.7001030984844322,0.6419958260193354,0.678547594626975,517585600
99,2000-05-24,0.6574597954750061,0.6729237552392285,0.6223137634850452,0.6462130472191557,678462400
100,2000-05-25,0.6542965173721313,0.694714480915366,0.6448073775481137,0.6635522602544593,406750400
101,2000-05-26,0.64761883020401,0.6738609943927177,0.6391844065905778,0.6598027207504563,181148800
102,2000-05-30,0.656522810459137,0.6607400229722357,0.6129423450696367,0.6569913562586162,713059200
103,2000-05-31,0.6298118233680725,0.6841704746762645,0.6284060863606697,0.6513681759660841,433507200
104,2000-06-01,0.6682380437850952,0.6715180640363839,0.6026326334637326,0.61294224099664,903840000
105,2000-06-02,0.6940117478370667,0.7479018238966699,0.6673009827130328,0.7029156198452166,792848000
106,2000-06-05,0.684639036655426,0.7141612663688424,0.6724551480846082,0.6996344493611195,323668800
107,2000-06-06,0.6963543891906738,0.7254080236070498,0.6771417650969612,0.6895600017410797,525481600
108,2000-06-07,0.7240022420883179,0.7272823117120628,0.686981932387362,0.7019781452263006,337019200
109,2000-06-08,0.7108812928199768,0.7385291935371174,0.6982288068384386,0.7319691031422382,238526400
110,2000-06-09,0.7179110050201416,0.7343121097918174,0.7076013959433394,0.7254082381912111,252358400
111,2000-06-12,0.6837020516395569,0.723065300540163,0.6813591727199051,0.722596704735049,290337600
112,2000-06-13,0.7085384726524353,0.7099442099998222,0.6612085449872388,0.6837020443460283,351456000
113,2000-06-14,0.6780787706375122,0.7216592103162321,0.675735842810496,0.7099438704400636,277446400
114,2000-06-15,0.6926058530807495,0.7001031349461239,0.6673008312412844,0.6841705788518382,248572800
115,2000-06-16,0.6837020516395569,0.7029155307613797,0.6677694939479223,0.7010403466935744,303564800
116,2000-06-19,0.7244707942008972,0.7338432577329681,0.6733922168779106,0.679016015335985,394004800
117,2000-06-20,0.7591485381126404,0.7792983595157549,0.7375921783901057,0.738529320020457,501390400
118,2000-06-21,0.8341260552406311,0.8538072720663104,0.7544623949764728,0.7572739187255197,490000000
119,2000-06-22,0.8060089349746704,0.8641171118051962,0.8031974605130985,0.8360006153360642,467712000
120,2000-06-23,0.7750809192657471,0.8191299693901851,0.7619598382852326,0.8064774841438458,204965600
121,2000-06-26,0.8116328120231628,0.8210052787223714,0.781642029761394,0.7872649792195495,185354400
122,2000-06-27,0.7760182619094849,0.8322512125007756,0.7741439286605994,0.8064776412529967,203470400
123,2000-06-28,0.8163185715675354,0.8303767952804875,0.7722695173163783,0.7994488732920448,286428800
124,2000-06-29,0.7685208320617676,0.8088212165660472,0.7657085068521595,0.7957001355375621,203660800
125,2000-06-30,0.7853904962539673,0.823816596327342,0.7750808899623733,0.7919506360725923,323097600
126,2000-07-03,0.7994489073753357,0.8144442732307864,0.7816420167845248,0.7816420167845248,70828800
127,2000-07-05,0.7741438746452332,0.8275653466622294,0.7610227920241275,0.7985117067693394,265216000
128,2000-07-06,0.7769553065299988,0.7938258553060378,0.7441530522593895,0.7872649139329545,309545600
129,2000-07-07,0.8163185715675354,0.8219423715928718,0.7816419834604037,0.7886706698667502,263603200
130,2000-07-10,0.8566189408302307,0.8734894886485927,0.8060088990696217,0.8111641529550525,397796000
131,2000-07-11,0.853807270526886,0.8884846487320123,0.8313137291456599,0.8547443616866437,357896000
132,2000-07-12,0.8828610181808472,0.8837981094655113,0.8453720611818389,0.87161422096466,225433600
133,2000-07-13,0.8472472429275513,0.909103175943658,0.8210050832030398,0.8772380681000752,445659200
134,2000-07-14,0.8650541305541992,0.8847353510850949,0.8528702413616327,0.8566189070307975,190276800
135,2000-07-17,0.8744267225265503,0.8819239544183042,0.8566189823640221,0.8734895310003649,260002400
136,2000-07-18,0.8584930896759033,0.8828609653246143,0.8528701418809798,0.8772380175296908,318404800
137,2000-07-19,0.7900765538215637,0.8519333102350453,0.7760183274987761,0.8275654743511136,457872800
138,2000-07-20,0.8266282081604004,0.8556818481598125,0.8116327923662106,0.8247538750354233,465572800
139,2000-07-21,0.8031976222991943,0.834126450360044,0.7938260055042832,0.8151472670945686,196235200
140,2000-07-24,0.7300946116447449,0.7928876813642259,0.7122868754124915,0.7882018749263494,412171200
141,2000-07-25,0.7507131099700928,0.7591483839899854,0.7357176957106941,0.7544625766836174,211607200
142,2000-07-26,0.7507131099700928,0.7685208495029235,0.7385291700839244,0.7474330398503398,210470400
143,2000-07-27,0.7797669172286987,0.7985118022938643,0.7479017988731635,0.7497761322154918,294985600
144,2000-07-28,0.7244707942008972,0.7872647131874957,0.7029152943106939,0.7839846437609844,237893600
145,2000-07-31,0.7619599103927612,0.7741438511108958,0.7310319883749475,0.7371234832309284,155299200
146,2000-08-01,0.7394661903381348,0.7671140837748245,0.7385289990621156,0.7544624019720964,137284000
147,2000-08-02,0.7085384726524353,0.7488388626803978,0.7076013311051635,0.7347806383062292,162355200
148,2000-08-03,0.719785213470459,0.7207224050591515,0.6635522666131168,0.6832334401345357,339897600
149,2000-08-04,0.710412859916687,0.768520995940595,0.69448030118133,0.741810232451954,263121600
150,2000-08-07,0.7188478708267212,0.7357175649684397,0.7076011244322252,0.7179107295531655,187348000
151,2000-08-08,0.7010403275489807,0.7197852103537886,0.6944802367213286,0.718848068822112,176674400
152,2000-08-09,0.7122871279716492,0.7263454031700352,0.7085385115239488,0.7216595950706886,379640800
153,2000-08-10,0.7132241725921631,0.7263452534339927,0.7104126983227327,0.7197851134366876,251714400
154,2000-08-11,0.7150993943214417,0.7197852020315628,0.6832334292765239,0.702446907651501,238056000
155,2000-08-14,0.7057268023490906,0.7150992162832011,0.6944800557869928,0.7136926784783282,156660000
156,2000-08-15,0.7001031041145325,0.7188479847264381,0.6972916297954499,0.7085383779719657,114200800
157,2000-08-16,0.7272823452949524,0.7347804770871271,0.7019781776407485,0.7029153690353487,143673600
158,2000-08-17,0.771332323551178,0.7863277378042588,0.7244709470123389,0.7254080884520365,270900000
159,2000-08-18,0.749775767326355,0.7769550641253568,0.7479014348961975,0.7703949756992152,190176000
160,2000-08-21,0.7572742104530334,0.7732067684530352,0.7441531272322125,0.753524693145161,134467200
161,2000-08-22,0.7750809192657471,0.7919506660137581,0.7553997482715411,0.759148363986086,276802400
162,2000-08-23,0.8144440650939941,0.8210050552784927,0.7657084127506117,0.7718008072568101,236863200
163,2000-08-24,0.8413892984390259,0.8491216793767362,0.8003860165495715,0.8198329415941444,310766400
164,2000-08-25,0.8519332408905029,0.862242849612479,0.845372298678007,0.8472474828330951,334460000
165,2000-08-28,0.8706772327423096,0.884735507304708,0.8556818666765814,0.8584933413984078,359004800
166,2000-08-29,0.8875477910041809,0.8912963568408772,0.8650541936540241,0.8678656680845004,267030400
167,2000-08-30,0.8922335505485535,0.8997316832994784,0.8802839082629281,0.8847354177976285,285392800
168,2000-08-31,0.9137901663780212,0.922224591627969,0.8837984293311479,0.8842670251960224,419596800
169,2000-09-01,0.9512789249420166,0.9540903996946241,0.916601533643228,0.9194130083958355,256872000
170,2000-09-05,0.9362823963165283,0.9615874639305014,0.9334709223489813,0.9395633669160068,298642400
171,2000-09-06,0.8763014078140259,0.9353459025558578,0.8659917957629306,0.9203504308283011,355404000
172,2000-09-07,0.9297224879264832,0.9381577118629576,0.8734894969582592,0.886610578237131,217464800
173,2000-09-08,0.8828610181808472,0.9240985405303022,0.8772380700492819,0.9240985405303022,195518400
174,2000-09-11,0.8763014078140259,0.9053550592067001,0.8716147472899196,0.8800500755340038,187381600
175,2000-09-12,0.8659915328025818,0.9006690261459439,0.8547447322101203,0.8598999871470631,187997600
176,2000-09-13,0.8697403073310852,0.8922338112018383,0.8509962713547814,0.8509962713547814,305984000
177,2000-09-14,0.8526360988616943,0.8941078764824449,0.8519331551390994,0.878175319652903,426552000
178,2000-09-15,0.8282679915428162,0.8725521326158397,0.8135068781341708,0.8659911928525044,394514400
179,2000-09-18,0.9095720052719116,0.9109776926097989,0.8256911020748237,0.8285025768565188,424536000
180,2000-09-19,0.8987948298454285,0.9072292563300218,0.8781756077133576,0.8959825535029956,271510400
181,2000-09-20,0.9154296517372131,0.9212868462635158,0.8781749514373144,0.8908274326093175,227388000
182,2000-09-21,0.8500586748123169,0.8941076689442339,0.8285023229408431,0.8772380245768303,510490400
183,2000-09-22,0.7825791835784912,0.786327849977954,0.749776075173504,0.7544626839937152,726700800
184,2000-09-25,0.8022603392601013,0.8322511194240637,0.7807047835406923,0.7910135401772165,435551200
185,2000-09-26,0.771332323551178,0.8210051744620627,0.7703951821114804,0.7994488191249913,290936800
186,2000-09-27,0.733843207359314,0.7910132739105353,0.7235336032929037,0.7760179139026904,402259200
187,2000-09-28,0.8022603392601013,0.8069469476790804,0.7216595138056721,0.7394664034465509,979585600
188,2000-09-29,0.3861342966556549,0.4348700048155146,0.3805113480628597,0.4226860652623117,7421640800
189,2000-10-02,0.3636415898799896,0.40113052116699244,0.35239484292241074,0.4001933548200442,2424788800
190,2000-10-03,0.33458811044692993,0.37488853428333513,0.33271295101698733,0.3739513675053638,2038120000
191,2000-10-04,0.35426923632621765,0.35614354444724045,0.32802707067242376,0.33552520410977293,1466024000
192,2000-10-05,0.33083853125572205,0.367390303482572,0.32990136472194453,0.35239491317426064,873006400
193,2000-10-06,0.332712858915329,0.34395960793220287,0.31490596929512005,0.340210966884502,612656800
194,2000-10-09,0.32615262269973755,0.3430223145350897,0.31678016013372395,0.33927369990042044,597564800
195,2000-10-10,0.3130316734313965,0.3364623388928931,0.30740784822813,0.32427842288468955,691101600
196,2000-10-11,0.2942867577075958,0.3149059729997816,0.28678950055047164,0.30178489079145737,1198422400
197,2000-10-12,0.29991063475608826,0.312094552547241,0.2924125003722305,0.30459641816338323,1191064000
198,2000-10-13,0.33083853125572205,0.33177569778949956,0.29991058410532173,0.3036592001874751,1247752800
199,2000-10-16,0.3224041759967804,0.34864634610402645,0.320528991630749,0.33458809431760955,820176000
200,2000-10-17,0.3017849028110504,0.32896423483977655,0.29522478689573933,0.3252155935986732,601720000
201,2000-10-18,0.3017849028110504,0.31584315210886127,0.28116568669763536,0.2914752947543429,834265600
202,2000-10-19,0.2839779555797577,0.2970990356912258,0.27460551596102734,0.28725802539583106,1506724800
203,2000-10-20,0.2924123704433441,0.3055334490964018,0.28397792401555605,0.2858522565668296,791263200
204,2000-10-23,0.3055334687232971,0.3083457936044231,0.29147522289152744,0.30389343389219786,551292000
205,2000-10-24,0.2830408215522766,0.3130316230441921,0.2821036551482173,0.3102201238320141,804451200
206,2000-10-25,0.2774170935153961,0.28772670335810796,0.2764799518126322,0.2858523949260966,663969600
207,2000-10-26,0.2774170935153961,0.28304091976483775,0.262421700079414,0.2821037530355903,721851200
208,2000-10-27,0.2783541977405548,0.28772663874944926,0.2680445902128525,0.2830408562083657,744503200
209,2000-10-30,0.28960105776786804,0.2989735015593844,0.2811657557469134,0.2867895824032123,639189600
210,2000-10-31,0.29334956407546997,0.30365914486304346,0.28866375728677984,0.2961618890382025,885880800
211,2000-11-01,0.3074078857898712,0.3130317116803052,0.2914753266417272,0.2914753266417272,575366400
212,2000-11-02,0.33458811044692993,0.33646241897638784,0.31584322324544206,0.3167803649969286,590693600
213,2000-11-03,0.33364996314048767,0.3448967359276354,0.32896418112409664,0.3448967359276354,515821600
214,2000-11-06,0.32146698236465454,0.3392738745657392,0.31303170665435404,0.336462374602615,393478400
215,2000-11-07,0.3195917308330536,0.3270898377223326,0.3120944498174269,0.32240405585742166,301963200
216,2000-11-08,0.30084770917892456,0.32146692343736855,0.297099068275061,0.3205289060545669,422088800
217,2000-11-09,0.3027220666408539,0.3074078493800067,0.28585234282136457,0.29803625887522206,476834400
218,2000-11-10,0.285852313041687,0.298036227826242,0.285852313041687,0.29030382244734176,422251200
219,2000-11-13,0.29053810238838196,0.2999105680724213,0.27366840494083,0.28116566173081964,431816000
220,2000-11-14,0.3036591410636902,0.3074077814424449,0.2933495604051092,0.29897335936010183,409001600
221,2000-11-15,0.29803624749183655,0.30272205507849564,0.28866380644474354,0.3003791512851661,282357600
222,2000-11-16,0.2849150598049164,0.2970989708786432,0.28304075248066757,0.29241233915484915,239372000
223,2000-11-17,0.2774170935153961,0.28866387008735545,0.27366847665137334,0.28772670335810796,446180000
224,2000-11-20,0.2839779555797577,0.2924124029450361,0.27366837460769855,0.2788227521569036,408066400
225,2000-11-21,0.28210359811782837,0.29241235139902705,0.28116558100325445,0.28772654535249315,301952000
226,2000-11-22,0.2774170935153961,0.2867895616553441,0.27554278508338476,0.2821037530355903,280532000
227,2000-11-24,0.28960105776786804,0.2924125331325238,0.28210377344446247,0.2828066422856264,160932800
228,2000-11-27,0.2802285850048065,0.29897347064989166,0.2774170849043335,0.29803630394973396,258792800
229,2000-11-28,0.27038833498954773,0.2849151537798896,0.2689825977760827,0.28022852051028013,269124800
230,2000-11-29,0.26335883140563965,0.27460558143922786,0.2586730234157936,0.27132553586751984,492150400
231,2000-11-30,0.24742627143859863,0.2549235291263868,0.2418024459893381,0.2502377461998292,809597600
232,2000-12-01,0.25586143136024475,0.2624215445233607,0.2521119407918897,0.25492341428658677,385705600
233,2000-12-04,0.25023776292800903,0.2577358720173588,0.24648912132028147,0.2577358720173588,371520800
234,2000-12-05,0.2549235224723816,0.26148448931981155,0.24555193183740331,0.2539863809274193,613978400
235,2000-12-06,0.21462306380271912,0.22493264358093085,0.20993725747279393,0.21930969600619765,1374464000
236,2000-12-07,0.21462306380271912,0.22305833606484354,0.20993725747279393,0.21649822221883108,408917600
237,2000-12-08,0.22586984932422638,0.22961934093814151,0.2164982600531098,0.22212120861048462,435624000
238,2000-12-11,0.2277441918849945,0.23055651718352146,0.22305838453681429,0.22774419188499448,332511200
239,2000-12-12,0.23055659234523773,0.23992818507027147,0.22493276578854263,0.22868140788385308,386260000
240,2000-12-13,0.2249326854944229,0.23336798435483483,0.22305837762908098,0.23336798435483483,344887200
241,2000-12-14,0.2164982706308365,0.22868133477588368,0.2164982706308365,0.22540128963264966,263317600
242,2000-12-15,0.21087446808815002,0.2202469085924525,0.20993730161979718,0.21837257565574678,513945600
243,2000-12-18,0.21368594467639923,0.219309744391921,0.2090001498258953,0.21837257791387715,325808000
244,2000-12-19,0.20993728935718536,0.22868131837073236,0.20993728935718536,0.21556023778590827,374007200
245,2000-12-20,0.21556025743484497,0.21930974930474947,0.20431434703906456,0.20665725077341987,565331200
246,2000-12-21,0.21087446808815002,0.22493269088126364,0.20806298119632974,0.21368594246673203,366844800
247,2000-12-22,0.2249326854944229,0.2249326854944229,0.21181160445741817,0.21181160445741817,318052000
248,2000-12-26,0.22024695575237274,0.22493273904451747,0.2136859882217988,0.22305843073295595,216815200
249,2000-12-27,0.22212129831314087,0.22212129831314087,0.2127488543568329,0.2150917588774021,325466400
250,2000-12-28,0.22212129831314087,0.22399563194019054,0.21462318798388258,0.21556032977092163,305177600
251,2000-12-29,0.22305838763713837,0.2249326955865757,0.21743543876234928,0.22024691319974382,630336000
252,2001-01-02,0.22305838763713837,0.22868133651192746,0.21837258022382938,0.22305838763713837,452312000
253,2001-01-03,0.2455519586801529,0.25023776702311534,0.21649831522715493,0.21743548190104384,817073600
254,2001-01-04,0.25586143136024475,0.27741692907050386,0.2521119407918897,0.27202827988115746,739396000
255,2001-01-05,0.2455519586801529,0.2605473762568374,0.24086532446328227,0.2539864086921889,412356000
256,2001-01-08,0.24836336076259613,0.2546892026711482,0.23899092095425697,0.25398633412869515,373699200
257,2001-01-09,0.257735937833786,0.2645303540469952,0.24836349303394856,0.25211213559894374,588929600
258,2001-01-10,0.24836336076259613,0.2549234755009827,0.24086525375178156,0.2502376935601207,580781600
259,2001-01-11,0.2699197828769684,0.2774170401903769,0.24367761791328796,0.24367761791328796,803734400
260,2001-01-12,0.257735937833786,0.2699198833272359,0.25586162906453247,0.2680446986309007,423376800
261,2001-01-16,0.25679880380630493,0.27366853425141746,0.2549236190526924,0.26148458838580985,306118400
262,2001-01-17,0.25211194157600403,0.26335871151617646,0.24742616074575824,0.26335871151617646,840873600
263,2001-01-18,0.2802285850048065,0.28116572667848144,0.26429600030764294,0.267107500408116,1227010400
264,2001-01-19,0.2924123704433441,0.2933495367189809,0.2802284580659232,0.29147520416770734,776664000
265,2001-01-22,0.28866374492645264,0.2942866928109321,0.276479831934518,0.2858522709842129,519327200
266,2001-01-23,0.3074078857898712,0.31396885332324487,0.2858523766781614,0.2896010183293659,879530400
267,2001-01-24,0.3074078857898712,0.31022021167204034,0.29334965998057044,0.30928307002910066,717091200
268,2001-01-25,0.2989733815193176,0.3083458215477286,0.29616190728348996,0.3083458215477286,489708800
269,2001-01-26,0.29334956407546997,0.29709903037476154,0.28585228322415523,0.29241239771243716,482820800
270,2001-01-29,0.32521554827690125,0.3261527147131941,0.29334958700717645,0.29334958700717645,855528800
271,2001-01-30,0.32615262269973755,0.3299012373344068,0.31303154549905465,0.3233411241840326,692423200
272,2001-01-31,0.32427841424942017,0.33739949646313055,0.32146693968603474,0.32240410621598925,730704800
273,2001-02-01,0.31678029894828796,0.32240412431754945,0.30740785730169656,0.31022018292324116,369695200
274,2001-02-02,0.30928295850753784,0.3289641522102216,0.30740777494446403,0.316780214080097,427341600
275,2001-02-05,0.3027220666408539,0.30834586683871423,0.29616195078485674,0.3074078493800067,286115200
276,2001-02-06,0.31678029894828796,0.32076323815436053,0.29991059972055706,0.30225347863726837,462711200
277,2001-02-07,0.3111572563648224,0.3130315889689092,0.29709901104000713,0.3097515194249933,393887200
278,2001-02-08,0.3111572563648224,0.3158430628485673,0.30272198382579546,0.30834578248516425,604128000
279,2001-02-09,0.2867894470691681,0.3120944402373003,0.28022848173838366,0.30740778258965124,590083200
280,2001-02-12,0.29522478580474854,0.2999105935954314,0.28210370312232175,0.28585234434957213,274120000
281,2001-02-13,0.2867894470691681,0.30647064126132034,0.28491511435955924,0.298973360475832,237070400
282,2001-02-14,0.2924123704433441,0.2942866779681462,0.27741695923901294,0.2877265640916317,309120000
283,2001-02-15,0.30084770917892456,0.30834584188686814,0.29522476033636774,0.29522476033636774,311416000
284,2001-02-16,0.2849150598049164,0.29241233915484915,0.2811655692300124,0.2849150598049164,263911200
